0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:05:58 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/css/bootstrap.min.css HTTP/1.1" 200 23242
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:05:58 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/js/bootstrap.min.js.map HTTP/1.1" 404 3144
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:05:58 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/js/popper.min.js.map HTTP/1.1" 404 3144
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:05:58 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/css/bootstrap.min.css.map HTTP/1.1" 404 3144
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:06:06 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618070706102 HTTP/1.1" 200 2069
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:07:06 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618070766117 HTTP/1.1" 200 2069
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:07:07 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/HEARTBEAT/?v-uiId=14 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:08:06 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618070826126 HTTP/1.1" 200 2069
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:08:38 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/HEARTBEAT/?v-uiId=14 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:09:06 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618070886136 HTTP/1.1" 200 2069
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:10:06 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618070946144 HTTP/1.1" 200 2069
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:10:09 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/HEARTBEAT/?v-uiId=14 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:06 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618071006157 HTTP/1.1" 200 2069
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:32 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 3917
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:33 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-webpages-app.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:34 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 689
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:34 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 121
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:34 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 1071
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:34 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 1703
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:34 +0800] "GET /magnoliaAuthor/demo-1.html?mgnlPreview=false&mgnlChannel=desktop HTTP/1.1" 200 3717
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:34 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/js/popper.min.js HTTP/1.1" 200 7463
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:34 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/js/bootstrap.min.js HTTP/1.1" 200 15441
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:34 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/css/bootstrap.min.css HTTP/1.1" 200 23242
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:34 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/js/jquery-3.3.1.slim.min.js HTTP/1.1" 200 24092
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:35 +0800] "GET /magnoliaAuthor/.imaging/default/dam/wallpaper-2.jpg/jcr:content.jpg HTTP/1.1" 200 556046
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:40 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/HEARTBEAT/?v-uiId=14 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:42 +0800] "GET /magnoliaAuthor/.imaging/default/dam/georges-boutros-pYFue5PzpcI-unsplash.jpg/jcr:content.jpg HTTP/1.1" 200 8628504
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:42 +0800] "GET /magnoliaAuthor/VAADIN/themes/pages-app/page-editor.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:42 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 791
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:42 +0800] "GET /magnoliaAuthor/VAADIN/themes/magnolia-icons/fonts/MagnoliaIcons.woff?8hr8m2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:42 +0800] "GET /magnoliaAuthor/VAADIN/themes/resurface/fonts/roboto/medium/Roboto-Medium.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:45 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:47 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 2177
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:47 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/APP/PUBLISHED/resurfaced_window_connector.js HTTP/1.1" 200 1173
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:47 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 298
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:50 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:51 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 2055
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:51 +0800] "GET /magnoliaAuthor/.imaging/default/dam/starry_sky_radiance_mountains_sky_119859_2780x2780.jpg/jcr:content.jpg HTTP/1.1" 200 940007
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:51 +0800] "GET /magnoliaAuthor/.imaging/default/dam/starry_sky_radiance_mountains_sky_119859_2780x2780.jpg/jcr:content.jpg HTTP/1.1" 200 940007
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:54 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:54 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 288
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:11:54 +0800] "GET /magnoliaAuthor/.imaging/default/dam/starry_sky_radiance_mountains_sky_119859_2780x2780.jpg/jcr:content.jpg HTTP/1.1" 200 940007
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:00 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 1192
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:02 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 1792
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:03 +0800] "GET /magnoliaAuthor/.imaging/default/dam/starry_sky_radiance_mountains_sky_119859_2780x2780.jpg/jcr:content.jpg HTTP/1.1" 200 940007
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:03 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:03 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 1046
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:03 +0800] "GET /magnoliaAuthor/.imaging/default/dam/starry_sky_radiance_mountains_sky_119859_2780x2780.jpg/jcr:content.jpg HTTP/1.1" 200 940007
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:06 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618071066171 HTTP/1.1" 200 2069
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:20 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 1326
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:24 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:27 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 1046
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:39 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 150
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:40 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:41 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=14 HTTP/1.1" 200 122
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:41 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618071126184 HTTP/1.1" 200 2597
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:41 +0800] "GET /magnoliaAuthor/demo-1.html?mgnlPreview=false&mgnlChannel=desktop HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:41 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/js/popper.min.js HTTP/1.1" 200 7463
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:41 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/js/bootstrap.min.js HTTP/1.1" 200 15441
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:41 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/js/jquery-3.3.1.slim.min.js HTTP/1.1" 200 24092
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:41 +0800] "GET /magnoliaAuthor/.resources/mbt/webresources/css/bootstrap.min.css HTTP/1.1" 200 23242
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:41 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618071161092 HTTP/1.1" 200 2255
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:41 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618071161348 HTTP/1.1" 200 2222
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:42 +0800] "GET /magnoliaAuthor/.imaging/default/dam/wallpaper-2.jpg/jcr:content.jpg HTTP/1.1" 200 556046
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/.magnolia/admincentral HTTP/1.1" 200 911
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/APP/PUBLISHED/jquery-migrate-3.3.2.min.js HTTP/1.1" 200 4169
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/APP/PUBLISHED/jquery-3.6.0.min.js HTTP/1.1" 200 30947
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/vaadinBootstrap.js?v=8.12.4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/vaadinPush.js?v=8.12.4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/themes/resurface-admincentral/styles.css?v=8.12.4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/widgetsets/info.magnolia.widgetset.MagnoliaWidgetSet/info.magnolia.widgetset.MagnoliaWidgetSet.nocache.js?1618071163926 HTTP/1.1" 200 4439
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/widgetsets/info.magnolia.widgetset.MagnoliaWidgetSet/vaadin-combobox-multiselect/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/widgetsets/info.magnolia.widgetset.MagnoliaWidgetSet/ckeditor/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/widgetsets/info.magnolia.widgetset.MagnoliaWidgetSet/ext_token_field/exttokenfield.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/widgetsets/info.magnolia.widgetset.MagnoliaWidgetSet/GridFastNavigation/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/widgetsets/info.magnolia.widgetset.MagnoliaWidgetSet/jcrop/jquery.Jcrop.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:43 +0800] "GET /magnoliaAuthor/VAADIN/widgetsets/info.magnolia.widgetset.MagnoliaWidgetSet/53F44A7A6746D2CEBF43551C4AEA2679.cache.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/PUSH?v-uiId=14&v-pushId=20fe91ca-1feb-4c52-9cd7-22ea53a13335&X-Atmosphere-tracking-id=a603534d-c295-4af2-a2f3-9746bad2e8fb&X-Atmosphere-Framework=2.3.2.vaadin1-javascript&X-Atmosphere-Transport=long-polling&X-Atmosphere-TrackMessageSize=true&Content-Type=application%2Fjson%3B%20charset%3DUTF-8&X-atmo-protocol=true&_=1618071161358 HTTP/1.1" 500 2468
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "POST /magnoliaAuthor/.magnolia/admincentral?v-1618071163927 HTTP/1.1" 200 6637
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/.magnolia/admincentral/APP/PUBLISHED/browserspeechrecognizer_connector.js HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/themes/resurface-admincentral/favicon.ico HTTP/1.1" 200 4406
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/themes/resurface/fonts/roboto/light/Roboto-Light.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-webpages-app.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/themes/resurface/fonts/roboto/medium/Roboto-Medium.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/demo-1.html?mgnlPreview=false&mgnlChannel=desktop HTTP/1.1" 200 3722
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/widgetsets/info.magnolia.widgetset.MagnoliaWidgetSet/deferredjs/53F44A7A6746D2CEBF43551C4AEA2679/14.cache.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "POST /magnoliaAuthor/.magnolia/admincentral/UIDL/?v-uiId=15 HTTP/1.1" 200 974
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/themes/resurface-admincentral/img/logo-magnolia.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-security-app.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-assets-app.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-categories.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-rssfeed.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-configuration-app.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-logging-app.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-definitions-app.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-cache-app.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-jcr-app.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-mail-setting.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-audit-app.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2021:00:12:44 +0800] "GET /magnoliaAuthor/VAADIN/appicons/icon-publishing-tools.svg HTTP/1.1" 304 -
